ENSGACG00000016217,RNF4 
ENSGACG00000009579,MUSTN1
ENSGACG00000009608,gata2a
ENSGACG00000009623,rpn1
ENSGACG00000009647,rab7
ENSGACG00000009669,hmces
ENSGACG00000009672,ttll3
ENSGACG00000009682,uqcrc1
ENSGACG00000022871,SNORA27
ENSGACG00000009696,CIDEC
ENSGACG00000009703,IP6K2 (2 of 2)
ENSGACG00000009707,sec61al2
ENSGACG00000009778,chchd4
ENSGACG00000009789,mapkapk3
ENSGACG00000009822,pfkfb4
ENSGACG00000009846,ARPC4 (2 of 2)
ENSGACG00000009851,tada3l
ENSGACG00000009873,RBM38 (1 of 2)
ENSGACG00000009882,rae1
ENSGACG00000009945,bmp7a
ENSGACG00000009971,DBNDD2 (1 of 2)
ENSGACG00000009973,lsm14b (1 of 2)
ENSGACG00000009979,TAF4 (1 of 2)
ENSGACG00000009983,cdh4
ENSGACG00000009987,kcnk15 (1 of 2)
ENSGACG00000009988,ogfrl2
ENSGACG00000009996,dido1
ENSGACG00000010012,zmynd8
ENSGACG00000010036,ncoa3
ENSGACG00000010046,id1
ENSGACG00000010055,sulf2a
ENSGACG00000010079,zgc:92107
ENSGACG00000010085,phf20a
ENSGACG00000010090,ndrg3a
ENSGACG00000010137,trpc4apa
ENSGACG00000010147,snai1a
ENSGACG00000010175,top1l
ENSGACG00000010183,fam83d
ENSGACG00000010185,mafbb
ENSGACG00000010189,si:dkeyp-97e7.9
ENSGACG00000010194,adnpa
ENSGACG00000010199,BCL2L1 (2 of 2)
ENSGACG00000010218,gata1a
ENSGACG00000010222,hcfc1b
ENSGACG00000010229,opn1sw2
ENSGACG00000010287,opn1lw2
ENSGACG00000010320,gnl3l
ENSGACG00000010355,tfe3b
ENSGACG00000010378,zgc:172270
ENSGACG00000010391,rrp9
ENSGACG00000010427,GRM2 (2 of 2)
ENSGACG00000010452,TEX264
ENSGACG00000010455,gpx1a
ENSGACG00000010458,BRK1
ENSGACG00000010469,rbm5
ENSGACG00000010478,SLC38A3 (2 of 2)
ENSGACG00000010512,gnai2b
ENSGACG00000010537,fam212ab
ENSGACG00000010539,uba7
ENSGACG00000010551,mst1ra
ENSGACG00000010570,camkva
ENSGACG00000010591,rbm6 (1 of 2)
ENSGACG00000010600,rbm6 (2 of 2)
ENSGACG00000010605,sema3fa
ENSGACG00000010643,BPIFC (2 of 3)
ENSGACG00000010721,CDK5RAP1
ENSGACG00000010733,rpn2
ENSGACG00000010763,mybl2
ENSGACG00000010767,ift52
ENSGACG00000010803,acot8
ENSGACG00000010815,phactr3b
ENSGACG00000010825,SLC41A3
ENSGACG00000010830,CHST13 (2 of 2)
ENSGACG00000010836,txnrd1
ENSGACG00000010864,bin2b
ENSGACG00000010880,ITGA5 (1 of 2)
ENSGACG00000010900,CCDC23
ENSGACG00000010904,wnt4a
ENSGACG00000010913,cdc42l2
ENSGACG00000010920,snrpe
ENSGACG00000010931,SOX13
ENSGACG00000010934,etnk2
ENSGACG00000010938,EFCC1
ENSGACG00000010942,slc41a1
ENSGACG00000010949,KLHDC8A
ENSGACG00000010953,CDK18
ENSGACG00000010962,mfsd4a
ENSGACG00000010970,elk4
ENSGACG00000010977,nucks1a
ENSGACG00000010989,epha8
ENSGACG00000010998,cldn19
ENSGACG00000011029,lepre1
ENSGACG00000011063,C1orf50
ENSGACG00000011070,AP5B1
ENSGACG00000011074,nuf2
ENSGACG00000011090,wdr65
ENSGACG00000011105,si:dkey-57n24.6
ENSGACG00000011107,acad9
ENSGACG00000011143,IQSEC1
ENSGACG00000011150,hdac11
ENSGACG00000011170,fbln2
ENSGACG00000011183,wnt7aa
ENSGACG00000011220,ptpdc1
ENSGACG00000011231,barx1
ENSGACG00000011241,phf2
ENSGACG00000011245,CASS4
ENSGACG00000011248,cstf1
ENSGACG00000011250,znf831
ENSGACG00000011254,pdrg1
ENSGACG00000011258,aldh1l1
ENSGACG00000011317,KLF15 (2 of 2)
ENSGACG00000011321,zgc:175088
ENSGACG00000011328,ZXDC
ENSGACG00000011335,CPNE9 (2 of 2)
ENSGACG00000011347,mtmr14
ENSGACG00000011357,lhfpl4a (2 of 2)
ENSGACG00000011367,setd5
ENSGACG00000011371,si:dkey-19e4.5
ENSGACG00000011376,plxnb1b
ENSGACG00000011387,ube2v1
ENSGACG00000011390,par1 (1 of 2)
ENSGACG00000011394,CSNK2A1
ENSGACG00000011415,slc2a10
ENSGACG00000011418,mrps33
ENSGACG00000011424,tp53rk
ENSGACG00000011426,SERINC3
ENSGACG00000011458,nfasca
ENSGACG00000011468,cntn2
ENSGACG00000011486,chia.3
ENSGACG00000011497,arfrp1
ENSGACG00000011518,HELZ2
ENSGACG00000011527,stk35l
ENSGACG00000011531,zc3h11a
ENSGACG00000011542,sypl2a
ENSGACG00000011554,atxn7l2a
ENSGACG00000011562,cyb561d1
ENSGACG00000011567,ZBTB40
ENSGACG00000011572,usp48
ENSGACG00000011590,camk1ga
ENSGACG00000011602,LAMB3
ENSGACG00000011610,G0S2
ENSGACG00000011613,namptb
ENSGACG00000011618,cadpsa
ENSGACG00000011629,fezf2
ENSGACG00000011636,ptprga
ENSGACG00000011651,PLEKHA6
ENSGACG00000011658,cacna1sa
ENSGACG00000011671,apobec2a
ENSGACG00000011673,elf3
ENSGACG00000011676,BPIFC (3 of 3)
ENSGACG00000011718,EPB41L1 (2 of 2)
ENSGACG00000011729,cntn4
ENSGACG00000011735,CHL1 (2 of 2)
ENSGACG00000011748,CNTN3 (2 of 2)
ENSGACG00000011770,pdzrn3b
ENSGACG00000011779,ppp4r2b
ENSGACG00000011788,gxylt2
ENSGACG00000011797,shq1
ENSGACG00000011809,rybpa
ENSGACG00000011815,prok2
ENSGACG00000011823,gpr27
ENSGACG00000011825,eif4e3
ENSGACG00000011839,foxp1b
ENSGACG00000011845,zgc:113054
ENSGACG00000011871,si:ch211-170n20.3
ENSGACG00000011875,mitfa
ENSGACG00000011892,frmd4ba
ENSGACG00000011898,arl6ip5a
ENSGACG00000011903,trnt1
ENSGACG00000011915,lrrn1
ENSGACG00000011919,setmar
ENSGACG00000011921,ITPR1 (2 of 2)
ENSGACG00000011940,bhlhe40
ENSGACG00000011964,NAAA
ENSGACG00000011972,ARL8B (1 of 2)
ENSGACG00000011989,sema3fb
ENSGACG00000011998,camkvb
ENSGACG00000012007,mst1rb
ENSGACG00000012037,mon1a
ENSGACG00000012044,traip
ENSGACG00000012070,grm6b
ENSGACG00000012090,comta
ENSGACG00000012098,SRPK3 (2 of 2)
ENSGACG00000012102,ccdc120
ENSGACG00000012106,mbd1
ENSGACG00000012117,cxxc1
ENSGACG00000012145,gnb1a (2 of 2)
ENSGACG00000012164,tardbp
ENSGACG00000012180,apitd1
ENSGACG00000012197,h6pd
ENSGACG00000012225,epha2a
ENSGACG00000012256,rsg1
ENSGACG00000012259,ddi2
ENSGACG00000012267,arl8ba
ENSGACG00000012289,edem1
ENSGACG00000012301,gnat1
ENSGACG00000002098,vti1a
ENSGACG00000002103,zdhhc6
ENSGACG00000002115,coasy
ENSGACG00000002125,pus3
ENSGACG00000002129,dcakd
ENSGACG00000002140,C1QL1 (1 of 2)
ENSGACG00000002142,vcla
ENSGACG00000002159,adkb
ENSGACG00000002173,kat6b
ENSGACG00000002187,DUPD1 (1 of 2)
ENSGACG00000002193,DUSP13
ENSGACG00000002197,SAMD8
ENSGACG00000002213,VDAC2 (1 of 2)
ENSGACG00000002233,COMTD1 (1 of 2)
ENSGACG00000002242,ZNF503 (1 of 2)
ENSGACG00000002248,KCNMA1 (1 of 2)
ENSGACG00000002262,DLG5 (1 of 2)
ENSGACG00000002272,anxa11b
ENSGACG00000002284,zcchc24 (1 of 2)
ENSGACG00000002299,ZMIZ1 (1 of 2)
ENSGACG00000002304,polr3a
ENSGACG00000002317,QRFPR
ENSGACG00000002323,ADAMTS14
ENSGACG00000002330,pald1b
ENSGACG00000002333,ndr2
ENSGACG00000002340,lrrc20
ENSGACG00000002343,ppa1a
ENSGACG00000002365,SAR1A (1 of 2)
ENSGACG00000002370,SPOCK2 (1 of 2)
ENSGACG00000002371,ascc1
ENSGACG00000002375,anapc16
ENSGACG00000002379,ddit4
ENSGACG00000002386,dnajb12b
ENSGACG00000002397,scd
ENSGACG00000002414,sec31b
ENSGACG00000002420,ndufb8
ENSGACG00000002427,si:ch73-111m19.2
ENSGACG00000002428,fbxl15
ENSGACG00000002432,pax2b
ENSGACG00000002438,chst3b
ENSGACG00000002440,ghitm
ENSGACG00000002462,CDHR1 (1 of 2)
ENSGACG00000002463,LRIT2
ENSGACG00000002464,lrit1b
ENSGACG00000002465,rgrb
ENSGACG00000002480,SLC18A3 (1 of 2)
ENSGACG00000002482,CHAT (1 of 2)
ENSGACG00000002486,PARG (1 of 2)
ENSGACG00000002492,zgc:174164
ENSGACG00000002502,acadsb
ENSGACG00000002521,hmx3
ENSGACG00000002522,bub3
ENSGACG00000002532,GPR26 (1 of 2)
ENSGACG00000002535,CPXM2
ENSGACG00000002542,CHST15 (1 of 2)
ENSGACG00000002546,oat
ENSGACG00000002578,lhpp
ENSGACG00000002593,fam53b
ENSGACG00000002596,HPDL
ENSGACG00000002597,ZRANB1
ENSGACG00000002600,CTBP2 (1 of 2)
ENSGACG00000002602,MMP21
ENSGACG00000002608,uros
ENSGACG00000002614,bccip
ENSGACG00000002621,dhx32a
ENSGACG00000002628,ADAM12 (1 of 2)
ENSGACG00000002640,DOCK1
ENSGACG00000002652,FAM196A (1 of 2)
ENSGACG00000002658,foxi1
ENSGACG00000002659,CLRN3
ENSGACG00000002663,ptprea
ENSGACG00000002668,entpd1
ENSGACG00000002691,psme4b
ENSGACG00000002711,chac2
ENSGACG00000002720,nrxn1a
ENSGACG00000002728,fshr
ENSGACG00000002745,msh2
ENSGACG00000002770,gch2
ENSGACG00000002772,CRIPT
ENSGACG00000002773,pigf
ENSGACG00000002776,cox7a3
ENSGACG00000002778,kcng3
ENSGACG00000002782,mta3
ENSGACG00000002795,ppm1ba (1 of 2)
ENSGACG00000002799,six3b
ENSGACG00000002813,glud1b
ENSGACG00000002849,sncgb
ENSGACG00000002856,ldb3b
ENSGACG00000002861,OPN4 (1 of 2)
ENSGACG00000002868,USP54 (1 of 2)
ENSGACG00000002871,myoz1b
ENSGACG00000002878,synpo2lb
ENSGACG00000002883,sec24c
ENSGACG00000002890,si:ch73-168d20.1
ENSGACG00000002892,CAMK2G (1 of 2)
ENSGACG00000002901,si:ch73-127m5.1
ENSGACG00000002908,CDR2 (1 of 2)
ENSGACG00000002915,polr3e
ENSGACG00000002925,eef2k
ENSGACG00000002967,tha1
ENSGACG00000002975,SOCS3 (1 of 2)
ENSGACG00000002978,PGS1
ENSGACG00000002991,cyth1b
ENSGACG00000003028,timp2a
ENSGACG00000003049,sfxn2
ENSGACG00000003070,npm3
ENSGACG00000003086,trim8b (1 of 2)
ENSGACG00000003091,st6galnac1.1
ENSGACG00000021990,U5
ENSGACG00000021591,U5
ENSGACG00000003106,RNF157
ENSGACG00000003122,nop16 (2 of 4)
ENSGACG00000003149,lrrc59
ENSGACG00000003154,nat9
ENSGACG00000003162,syt15
ENSGACG00000003168,zgc:112285
ENSGACG00000003179,timm23
ENSGACG00000003206,qki2
ENSGACG00000003215,prph2a
ENSGACG00000003222,tbcc
ENSGACG00000003224,ATP5J2
ENSGACG00000003231,gna13b
ENSGACG00000003256,rgs9b
ENSGACG00000003268,grin2cb
ENSGACG00000003270,si:ch73-127m5.2
ENSGACG00000003272,kif19
ENSGACG00000003281,ttyh2
ENSGACG00000003288,rpl38
ENSGACG00000003305,sdk2b
ENSGACG00000003319,cdc42ep4b
ENSGACG00000003321,tekt3
ENSGACG00000003333,hs3st3b1b
ENSGACG00000003334,cox10
ENSGACG00000003340,si:ch211-216b21.2
ENSGACG00000003343,prdm9
ENSGACG00000003345,ppp1r9b
ENSGACG00000003356,sgca
ENSGACG00000003361,col1a1b
ENSGACG00000003399,retsatl
ENSGACG00000003412,gngt2b
ENSGACG00000003416,tmem101
ENSGACG00000003428,lsm12a
ENSGACG00000003434,g6pc3
ENSGACG00000003442,TANC2
ENSGACG00000003455,arhgap27
ENSGACG00000003463,vps25
ENSGACG00000003470,WNK4 (1 of 2)
ENSGACG00000003479,CNTD1
ENSGACG00000003486,tmem180
ENSGACG00000003493,SEMA4G (1 of 2)
ENSGACG00000003498,mrpl43
ENSGACG00000003504,C10orf2
ENSGACG00000003508,lzts2b
ENSGACG00000003511,PDZD7
ENSGACG00000003518,fam213ab
ENSGACG00000003521,scn4aa
ENSGACG00000003531,cd79b
ENSGACG00000003536,ifnphi4 (1 of 3)
ENSGACG00000003540,ifnphi4 (2 of 3)
ENSGACG00000003542,ifnphi4 (3 of 3)
ENSGACG00000003544,plekhm1
ENSGACG00000003547,KLHDC1 (1 of 2)
ENSGACG00000003561,lasp1 (1 of 2)
ENSGACG00000003563,plxdc1
ENSGACG00000003567,tectb
ENSGACG00000003575,si:ch73-92e20.2
ENSGACG00000003579,acsl5
ENSGACG00000003635,ank3b
ENSGACG00000003652,g6pca.2
ENSGACG00000003660,g6pca.1
ENSGACG00000003681,psme3
ENSGACG00000003702,nbr1
ENSGACG00000003707,tmem106a
ENSGACG00000003710,arl4d
ENSGACG00000003719,sost
ENSGACG00000003722,meox1
ENSGACG00000003724,etv4
ENSGACG00000003736,DHX8 (1 of 2)
ENSGACG00000003750,dhx8
ENSGACG00000003766,thrab
ENSGACG00000003772,ormdl3
ENSGACG00000003779,wnt3
ENSGACG00000003786,nsfb
ENSGACG00000003795,psmd11b
ENSGACG00000003801,cdk5r1b
ENSGACG00000003807,MYO1D
ENSGACG00000003817,PDK2 (1 of 2)
ENSGACG00000003822,tbkbp1
ENSGACG00000003829,tbx21
ENSGACG00000003833,osbpl7
ENSGACG00000003841,mrpl10
ENSGACG00000003855,pnpo
ENSGACG00000003873,prr15lb
ENSGACG00000003875,cdk5rap3
ENSGACG00000003904,nfe2l1b
ENSGACG00000003918,CBX1 (1 of 2)
ENSGACG00000003925,snx11
ENSGACG00000003929,skap1
ENSGACG00000003939,hoxb1b
ENSGACG00000003942,hoxa3a
ENSGACG00000003945,hoxb5b
ENSGACG00000003950,ttll6
ENSGACG00000003954,calcoco2
ENSGACG00000003963,snf8
ENSGACG00000003985,MSL1
ENSGACG00000003993,bc2
ENSGACG00000004024,mrm1
ENSGACG00000004027,fbrs
ENSGACG00000004035,srcap
ENSGACG00000004047,stx4
ENSGACG00000004081,arhgap44
ENSGACG00000004091,C7orf62
ENSGACG00000004095,ndel1a
ENSGACG00000004117,armc7
ENSGACG00000004121,acsf2 (1 of 2)
ENSGACG00000004134,chad
ENSGACG00000004139,si:dkey-57h18.2
ENSGACG00000004150,slc16a5 (2 of 2)
ENSGACG00000004164,kctd2
ENSGACG00000004173,tubgcp2
ENSGACG00000004175,adam8b
ENSGACG00000004179,chuk (1 of 2)
ENSGACG00000004207,PSD (2 of 2)
ENSGACG00000004214,zgc:92749
ENSGACG00000004225,MAT1A (1 of 2)
ENSGACG00000004243,mapta
ENSGACG00000004258,kansl1b
ENSGACG00000004272,crhr1
ENSGACG00000004288,FAM171A2
ENSGACG00000004305,grnb
ENSGACG00000004334,si:ch211-253b1.4
ENSGACG00000004343,arf2
ENSGACG00000004362,GRB7
ENSGACG00000004377,SRCIN1 (1 of 2)
ENSGACG00000004388,FMNL1 (1 of 2)
ENSGACG00000004402,ccr10
ENSGACG00000004411,snx29
ENSGACG00000004415,cpped1
ENSGACG00000004432,ercc4
ENSGACG00000004442,mkl2a
ENSGACG00000004462,foxj1b
ENSGACG00000004465,si:ch211-218l14.9
ENSGACG00000004472,plaub
ENSGACG00000004474,ENDOD1 (2 of 5)
ENSGACG00000004476,si:ch73-334d15.1
ENSGACG00000004483,RSL1D1
ENSGACG00000004490,gspt1
ENSGACG00000004516,dmc1
ENSGACG00000004523,tomm22
ENSGACG00000004545,maff
ENSGACG00000004559,tmem184ba
ENSGACG00000004568,csnk1e
ENSGACG00000004573,tnrc6b
ENSGACG00000004592,si:ch211-141o9.10
ENSGACG00000004601,sh3bp1
ENSGACG00000004617,pdap1a
ENSGACG00000004626,cby1
ENSGACG00000004637,PLBD1 (1 of 2)
ENSGACG00000004643,KCTD17
ENSGACG00000004649,GUCY2C (1 of 2)
ENSGACG00000004665,csdc2a
ENSGACG00000004686,aco2
ENSGACG00000004777,phf5a
ENSGACG00000004793,tefa
ENSGACG00000004799,zc3h7b
ENSGACG00000004810,RANGAP1 (1 of 2)
ENSGACG00000004821,chadlb
ENSGACG00000004829,l3mbtl2
ENSGACG00000004836,ep300a
ENSGACG00000004855,cbx7b
ENSGACG00000004862,josd1
ENSGACG00000004868,xrcc6
ENSGACG00000004894,desi1b
ENSGACG00000004900,irbp
ENSGACG00000004906,antxr1c
ENSGACG00000004908,UBTD1 (1 of 2)
ENSGACG00000004915,mms19
ENSGACG00000004937,zdhhc16b
ENSGACG00000004948,C16orf62
ENSGACG00000004961,get4
ENSGACG00000004974,daglb
ENSGACG00000004995,SPAG9 (1 of 2)
ENSGACG00000005010,tob1b
ENSGACG00000005014,mkl1a
ENSGACG00000005029,ICT1
ENSGACG00000005031,CDR2L (1 of 2)
ENSGACG00000005046,sap30bp
ENSGACG00000005054,itgb4
ENSGACG00000005073,zgc:194990
ENSGACG00000005090,H3F3B (1 of 2)
ENSGACG00000005102,unk
ENSGACG00000005106,unc13d
ENSGACG00000005127,wbp2
ENSGACG00000005142,trim65
ENSGACG00000005154,mrpl38
ENSGACG00000005231,fdxr
ENSGACG00000005244,narf
ENSGACG00000005275,C17orf62
ENSGACG00000005278,hexdc
ENSGACG00000005292,OGFOD3
ENSGACG00000005315,UTS2R
ENSGACG00000005323,cacna1g
ENSGACG00000005342,spata20
ENSGACG00000005453,asb12a
ENSGACG00000005456,SLC39A11
ENSGACG00000005479,SSTR2 (1 of 2)
ENSGACG00000005496,usp22
ENSGACG00000005506,cops3
ENSGACG00000005546,NT5C
ENSGACG00000005572,rasd1
ENSGACG00000005578,pemt
ENSGACG00000005583,RAB26 (1 of 2)
ENSGACG00000005614,LMF1
ENSGACG00000005624,ADAP1 (1 of 2)
ENSGACG00000005638,COX19
ENSGACG00000005641,RNPS1 (1 of 2)
ENSGACG00000005674,TMEM100
ENSGACG00000005675,sox9a
ENSGACG00000005691,vstm4b
ENSGACG00000005702,ARHGAP22 (1 of 2)
ENSGACG00000005706,mapk8b
ENSGACG00000005783,or101-1 (1 of 3)
ENSGACG00000005797,or101-1 (2 of 3)
ENSGACG00000005821,or101-1 (3 of 3)
ENSGACG00000005897,WFIKKN2 (1 of 2)
ENSGACG00000005901,ABCC3
ENSGACG00000005933,si:ch211-176g6.2
ENSGACG00000005958,crygmxl2
ENSGACG00000005963,crygmx
ENSGACG00000005969,aldh18a1
ENSGACG00000006017,zgc:64002
ENSGACG00000006026,ppp1r1b
ENSGACG00000006028,neurod2
ENSGACG00000006033,med1
ENSGACG00000006049,STAC2 (1 of 2)
ENSGACG00000006059,rpl19 (1 of 2)
ENSGACG00000006114,gpam
ENSGACG00000006129,FRMD1 (2 of 2)
ENSGACG00000006133,ghdc
ENSGACG00000006152,kcnh4
ENSGACG00000006211,ZNF385C (1 of 2)
ENSGACG00000006213,DNAJC7 (1 of 2)
ENSGACG00000006221,aclyb
ENSGACG00000006244,klhl11
ENSGACG00000006246,NT5C3B (1 of 2)
ENSGACG00000006267,fkbp10b
ENSGACG00000006343,LEPREL4 (1 of 2)
ENSGACG00000006346,adam11
ENSGACG00000006369,GJC1 (1 of 2)
ENSGACG00000006372,PHOSPHO1 (1 of 2)
ENSGACG00000006374,VAT1 (1 of 2)
ENSGACG00000006378,RND2 (1 of 2)
ENSGACG00000006381,BRCA1
ENSGACG00000006391,atg6
ENSGACG00000006434,tlk2 (1 of 2)
ENSGACG00000006460,itgb3b
ENSGACG00000006492,cpn1
ENSGACG00000006500,dnmbp
ENSGACG00000006512,habp2
ENSGACG00000006530,NRAP
ENSGACG00000006543,casp7
ENSGACG00000006556,si:ch211-28p3.4
ENSGACG00000006563,dclre1a
ENSGACG00000006575,nhlrc2
ENSGACG00000006578,adrb1
ENSGACG00000006580,CCDC186
ENSGACG00000006590,tdrd1
ENSGACG00000006595,vwa2
ENSGACG00000006599,afap1l2
ENSGACG00000006608,KBTBD13 (1 of 2)
ENSGACG00000006611,atrnl1b
ENSGACG00000006648,gfra1b
ENSGACG00000006663,cep55l
ENSGACG00000006673,rbp4
ENSGACG00000006726,pde6c
ENSGACG00000006739,fra10ac1
ENSGACG00000006765,lgi1b
ENSGACG00000006794,SLC35G1
ENSGACG00000006801,PLCE1
ENSGACG00000006814,pcdh15b
ENSGACG00000006830,lrtomt (1 of 2)
ENSGACG00000006837,nmt1b
ENSGACG00000006858,ZNF281 (1 of 2)
ENSGACG00000006865,lrp2b
ENSGACG00000006899,MPP3 (1 of 2)
ENSGACG00000006910,psmc5
ENSGACG00000006989,smarcd2
ENSGACG00000007000,si:dkeyp-118b1.2
ENSGACG00000007018,slc4a1b
ENSGACG00000007042,ngfrb
ENSGACG00000007050,si:dkey-239b22.1
ENSGACG00000007057,NXPH3 (1 of 2)
ENSGACG00000007059,spop
ENSGACG00000007080,ndufa4
ENSGACG00000007083,FAM117A (1 of 2)
ENSGACG00000007088,rundc3ab
ENSGACG00000007096,pth1rb
ENSGACG00000007104,TACO1
ENSGACG00000007113,KCNH6 (1 of 2)
ENSGACG00000007116,dcaf7 (1 of 2)
ENSGACG00000007160,erbb2
ENSGACG00000007172,PGAP3
ENSGACG00000007182,mylpfb
ENSGACG00000007220,zgc:113090
ENSGACG00000007222,pkmyt1
ENSGACG00000007227,TCEB2 (1 of 2)
ENSGACG00000007235,TGFB1I1
ENSGACG00000007239,PAQR4 (1 of 2)
ENSGACG00000007245,pelo
ENSGACG00000007397,atp2a1
ENSGACG00000007411,sult1st6
ENSGACG00000007427,TCTN3
ENSGACG00000007438,mto1
ENSGACG00000007446,atxn2l
ENSGACG00000007458,adprh
ENSGACG00000007513,DOC2A (1 of 2)
ENSGACG00000007521,kif22
ENSGACG00000007554,pagr1
ENSGACG00000007558,fam57ba
ENSGACG00000007577,MAZ (1 of 2)
ENSGACG00000007584,taok2b
ENSGACG00000007591,cabp5a
ENSGACG00000007615,nif3l1
ENSGACG00000007646,PRODH2
ENSGACG00000007652,eif3c
ENSGACG00000007666,si:ch211-136m16.8
ENSGACG00000007671,si:ch211-180a12.2 (1 of 2)
ENSGACG00000007673,si:ch211-180a12.2 (2 of 2)
ENSGACG00000007675,zgc:123217
ENSGACG00000007727,ALDOA (2 of 2)
ENSGACG00000007750,si:dkey-32n7.4 (1 of 2)
ENSGACG00000007767,si:dkey-32n7.4 (2 of 2)
ENSGACG00000007797,vkorc1
ENSGACG00000007803,mapk7
ENSGACG00000007820,zgc:92313
ENSGACG00000007835,pax6l
ENSGACG00000007849,ca15c
ENSGACG00000007899,HRC
ENSGACG00000007901,TRPM4 (2 of 2)
ENSGACG00000007920,si:dkey-94f20.4
ENSGACG00000007945,irf3
ENSGACG00000007964,prr12b
ENSGACG00000008003,si:ch73-335d12.2
ENSGACG00000008009,TNNT1 (2 of 2)
ENSGACG00000008014,dnaaf3
ENSGACG00000008019,syt5b
ENSGACG00000008037,zgc:56095
ENSGACG00000008054,ptprh
ENSGACG00000008063,si:dkey-197c15.6
ENSGACG00000008065,REXO4
ENSGACG00000008073,kcnc3b
ENSGACG00000008081,KCNA7 (1 of 2)
ENSGACG00000008089,fgf21
ENSGACG00000008093,PPFIA3 (1 of 2)
ENSGACG00000008110,mybpc2b
ENSGACG00000008187,ACPT
ENSGACG00000008204,lrrc4bb
ENSGACG00000008211,HS3ST2 (1 of 2)
ENSGACG00000008214,USP31 (1 of 2)
ENSGACG00000008223,cog7
ENSGACG00000008232,mss51
ENSGACG00000008267,nog2
ENSGACG00000008270,ntn2
ENSGACG00000008278,TBC1D24
ENSGACG00000008293,ATP6V0C (1 of 2)
ENSGACG00000008320,nubp2
ENSGACG00000008335,spsb3b
ENSGACG00000008342,EME2
ENSGACG00000008354,im:7160594
ENSGACG00000008370,ablim1b
ENSGACG00000008401,PRR35
ENSGACG00000008405,crp1
ENSGACG00000008414,stub1
ENSGACG00000008419,metrn
ENSGACG00000008423,ift140
ENSGACG00000008436,tmem204
ENSGACG00000008442,telo2
ENSGACG00000008461,rab11fip3
ENSGACG00000008467,decr2
ENSGACG00000008490,RDH13
ENSGACG00000008495,SBK1
ENSGACG00000008497,GJD3
ENSGACG00000008498,top2a
ENSGACG00000008526,LRRC3C
ENSGACG00000008529,med24
ENSGACG00000008548,lyrm1
ENSGACG00000008562,DCUN1D3
ENSGACG00000008564,si:dkey-161j23.6
ENSGACG00000008583,cox6b1
ENSGACG00000008595,ITFG3
ENSGACG00000008627,luc7l
ENSGACG00000008640,EPS8L1 (1 of 2)
ENSGACG00000008665,SLC6A16 (1 of 2)
ENSGACG00000008670,SLC17A7 (1 of 2)
ENSGACG00000008689,SHANK1 (1 of 2)
ENSGACG00000008706,zgc:91999
ENSGACG00000008728,znf668
ENSGACG00000008733,znf646p
ENSGACG00000008782,rnf40
ENSGACG00000008802,phkg2
ENSGACG00000008870,C16orf93
ENSGACG00000008873,TULP2
ENSGACG00000008886,il21rl
ENSGACG00000008893,ube2i2
ENSGACG00000008924,kctd5
ENSGACG00000008933,pdpk1b
ENSGACG00000008959,tsr3
ENSGACG00000008965,gnptg
ENSGACG00000008975,C7orf50
ENSGACG00000008980,GPER1 (1 of 2)
ENSGACG00000008983,H3F3A (1 of 2)
ENSGACG00000008987,C8orf33
ENSGACG00000008992,ANKS3
ENSGACG00000009003,wdr24
ENSGACG00000009025,zgc:112496
ENSGACG00000009028,rhbdl1
ENSGACG00000009033,h1f0
ENSGACG00000009036,rhot2
ENSGACG00000009083,wdr90
ENSGACG00000009105,nlrc3
ENSGACG00000009123,si:ch211-183d21.1
ENSGACG00000009127,aqp8a.1
ENSGACG00000009130,lcmt1
ENSGACG00000009145,arhgap17a
ENSGACG00000009152,grid2ipb
ENSGACG00000009162,zdhhc4
ENSGACG00000009185,pgp
ENSGACG00000009191,mlst8
ENSGACG00000009213,meiob
ENSGACG00000009221,msrb1b
ENSGACG00000009224,NEURL2
ENSGACG00000009226,si:dkey-7e14.7
ENSGACG00000009233,noxo1b (1 of 2)
ENSGACG00000009244,noxo1b (2 of 2)
ENSGACG00000009253,GID4 (1 of 2)
ENSGACG00000009266,atpaf2
ENSGACG00000009286,tom1l2
ENSGACG00000009311,trrap
ENSGACG00000009357,nptx2b
ENSGACG00000009367,baiap2l1a
ENSGACG00000009374,tecpr1a
ENSGACG00000009403,bhlha15
ENSGACG00000009409,pvalb4
ENSGACG00000009455,pvalb9
ENSGACG00000009459,ccz1
ENSGACG00000009474,dlgap5
ENSGACG00000009489,pms2
ENSGACG00000009512,eif2ak1
ENSGACG00000009526,CYTH3 (1 of 2)
ENSGACG00000009531,RAC1 (1 of 2)
ENSGACG00000009554,crym
ENSGACG00000009568,nhp2l1b
ENSGACG00000009581,uqcrc2b
